UnitSetId,IsExchangeUnit,UniversityCountry,UniversityName,UniversityHref,UnitTitle,UnitCode,UnitHref,EquivalentUWAUnitLevel,IsEquivalent
558,TRUE,USA,University of Rochester ,,Circuits,ECE 210 ,,1000,TRUE
559,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS2401,,1000,TRUE
559,TRUE,USA,University of Rochester ,,Engineering Computation II,ME 260 ,,1000,TRUE
560,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
560,TRUE,USA,University of Rochester ,,Fluid Dynamics,CHE 243 ,,1000,TRUE
561,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5551,,1000,TRUE
561,TRUE,USA,Montana State University,,Capstone 1: Mechanical Engineering Design,EMEC489 ,,1000,TRUE
562,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
562,TRUE,USA,Montana State University,,Finite Element Analysis,EMEC405 ,,1000,TRUE
563,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4408,,1000,TRUE
563,TRUE,USA,Montana State University,,Principles of Biomedical Engineering,EBIO461,,1000,TRUE
564,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group A option ,,1000,TRUE
564,TRUE,USA,Montana State University,,Sustainability Issues in Construction,ECIV406,,1000,TRUE
565,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
565,TRUE,Sweden,Lunds University,,Multibody Dynamics,FMEN02 ,,1000,TRUE
566,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5551,,1000,TRUE
566,TRUE,Sweden,Lunds University,,Project -Machine Design,MMKN65,,1000,TRUE
567,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
567,TRUE,Sweden,Lunds University,,Risk Assessment,VBRN01,,1000,TRUE
568,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5504,,1000,TRUE
568,TRUE,Sweden,Lunds University,,Numerical Fluid Dynamics,MMVN05,,1000,TRUE
569,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2002,,1000,TRUE
569,TRUE,USA,University of Texas at Austin,,Circuits,EE 411 + ME 316T,,1000,TRUE
570,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR4407,,1000,TRUE
570,TRUE,Norway,Norwegian University of Science and Technology,,Viscous Flows,TEP4156,,1000,TRUE
571,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group A option ,,1000,TRUE
571,TRUE,Norway,Norwegian University of Science and Technology,,Bioenergy: Technology,TEP4270,,1000,TRUE
572,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group A option ,,1000,TRUE
572,TRUE,Norway,Norwegian University of Science and Technology,,Energy,TFY4300,,1000,TRUE
573,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3001,,1000,TRUE
573,TRUE,Denmark,Technical University of Denmark,,Advanced Engineering Dynamics,62614,,1000,TRUE
574,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3002,,1000,TRUE
574,TRUE,Denmark,Technical University of Denmark,,Material Science,41681,,1000,TRUE
575,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
575,TRUE,Denmark,Technical University of Denmark,,System Safety Reliability Engineering,42171,,1000,TRUE
576,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
576,TRUE,Denmark,Technical University of Denmark,,Energy,28870,,1000,TRUE
577,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4424,,1000,TRUE
577,TRUE,Denmark,Technical University of Denmark,,Precision Manufacturing,41744,,1000,TRUE
578,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
578,TRUE,Denmark,Technical University of Denmark,,Combustion,28244,,1000,TRUE
579,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
579,TRUE,Denmark,Technical University of Denmark,,Offshore Wind Energy,46211,,1000,TRUE
